"date","Rn","Pa","Prcp","Tavg","LAI","VOD.x","VOD.y","LULC"
"19820302",7434671,100607.4140625,0.00176726083736867,281.688140869141,NA,NA,NA,22
"19820303",6787876.5,100161.5078125,4.20054930145852e-05,282.831451416016,NA,NA,NA,22
"19820304",5640342,100452.046875,0.0014951586490497,281.145446777344,NA,NA,NA,22
"19820305",5005192.5,101188.78125,1.47598511830438e-05,275.849548339844,NA,NA,NA,22
"19820306",5972528,101409.78125,-2.80189169643563e-08,276.036285400391,0.345312505960464,NA,NA,22
"19820307",6212578.5,101059.8125,4.35113861385616e-07,277.129333496094,NA,NA,NA,22
"19820308",6656195,100549.1796875,0,279.726593017578,NA,NA,NA,22
"19820309",6293149,100003.3125,4.23192943799222e-07,282.887023925781,NA,NA,NA,22
"19820310",7110027,100247.8125,2.14378997043241e-06,284.118225097656,NA,NA,NA,22
"19820311",6749140.5,100474.5234375,1.29211980492983e-06,282.408599853516,NA,NA,NA,22
"19820312",7629236,100953.3203125,0,283.899871826172,NA,NA,NA,22
"19820313",8032197,100579.484375,0.000264449830865487,284.777435302734,NA,NA,NA,22
"19820314",4134063.75,99843.890625,0.000103755875898059,285.258758544922,0.407499998807907,NA,NA,22
"19820315",3887795,100533.65625,0.000564444053452462,281.895172119141,NA,NA,NA,22
"19820316",4866582,101212.125,0.000236725813010707,278.22900390625,NA,NA,NA,22
"19820317",7060763,101057.46875,2.03829381462128e-06,280.074523925781,NA,NA,NA,22
"19820318",6111604.5,101340.6171875,0.00202656257897615,279.882965087891,NA,NA,NA,22
"19820319",4384527,100970.0234375,2.72945035248995e-05,279.503051757812,NA,NA,NA,22
"19820320",6914552,100039.53125,4.74154921903391e-06,284.796478271484,NA,NA,NA,22
"19820321",7542561.5,99633.328125,1.71954661709606e-06,287.088073730469,NA,NA,NA,22
"19820322",6458827,100336.1328125,1.48733597598039e-05,283.114501953125,0.49906250834465,NA,NA,22
"19820323",2592978,102107.015625,2.77926028502407e-06,279.268524169922,NA,NA,NA,22
"19820324",5242750,102359.5390625,0,277.735076904297,NA,NA,NA,22
"19820325",9252899,101880.625,0,279.239776611328,NA,NA,NA,22
"19820326",6101273,101500.765625,4.7125822675298e-06,280.742462158203,NA,NA,NA,22
"19820327",9318811,101188.296875,1.04425498648197e-06,285.888519287109,NA,NA,NA,22
"19820328",9584947,101420.984375,8.52346317969932e-07,285.596557617188,NA,NA,NA,22
"19820329",4946360,100449.5,9.96291601040866e-06,284.3330078125,NA,NA,NA,22
"19820330",8579163,100234.2578125,2.13421139960701e-06,289.228332519531,0.615312516689301,NA,NA,22
"19820331",9689100,100122.515625,1.2946519518664e-06,291.025787353516,NA,NA,NA,22
"19820401",9791335,100052.8203125,9.85264796327101e-06,291.754241943359,NA,NA,NA,22
"19820402",5581010,101269.5859375,8.30514181870967e-06,286.252349853516,NA,NA,NA,22
"19820403",8535209,101758.15625,8.52346317969932e-07,285.801208496094,NA,NA,NA,22
"19820404",8775121,101660.984375,8.55326561577385e-07,287.141235351562,NA,NA,NA,22
"19820405",8916711,101425.0703125,4.41074377022233e-07,287.313049316406,NA,NA,NA,22
"19820406",8831345,100865.2734375,1.29938121062878e-06,288.827911376953,NA,NA,NA,22
"19820407",9440689,100665.1640625,8.52346317969932e-07,293.306701660156,0.734375,NA,NA,22
"19820408",8360988,101768.8984375,4.35113804542198e-07,285.511322021484,NA,NA,NA,22
"19820409",9292800,101337.0390625,2.15404179471079e-06,287.012237548828,NA,NA,NA,22
"19820410",8561574,100488.625,8.46385887598444e-07,290.506103515625,NA,NA,NA,22
"19820411",9938096,100298.765625,7.75754451751709e-05,291.294555664062,NA,NA,NA,22
"19820412",8574631,100522.484375,0.000184485310455784,288.027984619141,NA,NA,NA,22
"19820413",8484709,100226.4375,2.7576315915212e-06,291.066802978516,NA,NA,NA,22
"19820414",7080339,100357.7421875,1.15756556624547e-05,289.958618164062,NA,NA,NA,22
"19820415",9114443,100693.9921875,4.26173215828385e-07,286.600616455078,0.855781257152557,NA,NA,22
"19820416",9295268,100839.1640625,2.15382624446647e-06,286.263610839844,NA,NA,NA,22
"19820417",9229889,100777.921875,8.5261638105294e-07,288.291381835938,NA,NA,NA,22
"19820418",9677864,100356.3046875,2.14823012356646e-06,291.836608886719,NA,NA,NA,22
"19820419",9020543,99795.7421875,2.72989268523816e-06,293.233551025391,NA,NA,NA,22
"19820420",9976181,100055.25,0.000834840524476022,290.973052978516,NA,NA,NA,22
"19820421",8940147,99951.90625,0.000582784414291382,292.962951660156,NA,NA,NA,22
"19820422",9692633,99565.921875,0.000859413819853216,292.852386474609,NA,NA,NA,22
"19820423",10309534,99636.9296875,2.41607267525978e-09,297.140167236328,0.955156266689301,NA,NA,22
"19820424",9293611,99811.7890625,0.000872391450684518,295.886291503906,NA,NA,NA,22
"19820425",10379287,99927.046875,0.000124880665680394,295.005187988281,NA,NA,NA,22
"19820426",10938172,100181.6640625,3.78238764824346e-05,294.22265625,NA,NA,NA,22
"19820427",4056061,100345.609375,0.00707480404525995,288.608612060547,NA,NA,NA,22
"19820428",11607924,100672.3984375,1.28746023619897e-06,289.919006347656,NA,NA,NA,22
"19820429",8039585.5,100305.8359375,4.36604921105754e-07,291.572113037109,NA,NA,NA,22
"19820430",10012741,99491.03125,1.71959391082055e-06,293.358581542969,NA,NA,NA,22
"19820501",9730017,98466.796875,7.35951471142471e-06,295.978637695312,1.0118750333786,NA,NA,22
"19820502",8826765,98881.6171875,8.9434688561596e-06,290.905487060547,NA,NA,NA,22
"19820503",9335177,99257.46875,0,288.346252441406,NA,NA,NA,22
"19820504",11001893,98831.09375,4.41074377022233e-07,295.409027099609,NA,NA,NA,22
"19820505",3436180,99802.2265625,8.52346317969932e-07,290.899169921875,NA,NA,NA,22
"19820506",10545308,99134.3984375,0,296.539794921875,NA,NA,NA,22
"19820507",7058391,98814.75,4.35113804542198e-07,298.244262695312,NA,NA,NA,22
"19820508",11331079,99303.5859375,1.28503563701088e-06,298.312530517578,NA,NA,NA,22
"19820509",12129017,99647.5390625,1.31126557789685e-06,295.652221679688,1.02562499046326,NA,NA,22
"19820510",12807345,99616.09375,0.0111981891095638,296.782501220703,NA,NA,NA,22
"19820511",7337760.5,100333.59375,0.0160429067909718,290.111724853516,NA,NA,NA,22
"19820512",-755511.625,101047.3515625,0.0138003351166844,283.381042480469,NA,NA,NA,22
"19820513",13116559,100783.796875,2.15172758544213e-06,290.511901855469,NA,NA,NA,22
"19820514",13009753,100231.34375,8.82148640357627e-07,293.602691650391,NA,NA,NA,22
"19820515",12705416,99683.8203125,4.41074377022233e-07,295.358764648438,NA,NA,NA,22
"19820516",12753934,99294.4140625,4.41074377022233e-07,297.414916992188,NA,NA,NA,22
"19820517",12565501,99542.7109375,0,297.570190429688,1.01265621185303,NA,NA,22
"19820518",12626508,99838.640625,6.35954565950669e-05,294.105499267578,NA,NA,NA,22
"19820519",13036533,100169.265625,1.29526551972958e-06,295.348815917969,NA,NA,NA,22
"19820520",12565118,99641.4921875,0,299.576232910156,NA,NA,NA,22
"19820521",11616349,99180.7578125,8.21143403300084e-05,300.942749023438,NA,NA,NA,22
"19820522",12221607,99413.6640625,0.000693500100169331,298.709442138672,NA,NA,NA,22
"19820523",12590497,99493.3359375,2.13834209716879e-06,301.400756835938,NA,NA,NA,22
"19820524",12100487,99182.3046875,8.40604334371164e-05,304.416351318359,NA,NA,NA,22
"19820525",11862261,99459.0859375,4.26173215828385e-07,304.119384765625,0.989687502384186,NA,NA,22
"19820526",12984692,99551.3828125,0.000251621007919312,302.569854736328,NA,NA,NA,22
"19820527",13218771,99337.9140625,8.53359779284801e-07,302.512115478516,NA,NA,NA,22
"19820528",12814996,99732.90625,0.000278425897704437,298.132446289062,NA,NA,NA,22
"19820529",5472530.5,99809.078125,0.00118676316924393,295.524139404297,NA,NA,NA,22
"19820530",3957833.25,99788.6875,0.00186642410699278,295.403411865234,NA,NA,NA,22
"19820531",8396608,99565.3671875,0.000380963087081909,297.521575927734,NA,NA,NA,22
"19820601",12151315,99950.4453125,4.3526291847229e-05,296.084625244141,NA,NA,NA,22
"19820602",12517769,99835.828125,8.61287048792292e-07,298.783599853516,0.904843747615814,NA,NA,22
"19820603",12464117,99646.4296875,4.41074377022233e-07,303.12158203125,NA,NA,NA,22
"19820604",10658604,100051.796875,0.000163006785442121,299.347869873047,NA,NA,NA,22
"19820605",13158466,99958.609375,0.000314736360451207,299.823028564453,NA,NA,NA,22
"19820606",11227422,99538.8125,7.2460483352188e-05,300.725769042969,NA,NA,NA,22
"19820607",9532150,99598.3828125,0.000347994966432452,301.254760742188,NA,NA,NA,22
"19820608",5555493,100051.2109375,0.00162231107242405,296.84912109375,NA,NA,NA,22
"19820609",6685602.5,100096.765625,0.00504312524572015,295.820068359375,NA,NA,NA,22
"19820610",13831497,99864.8984375,1.7046927496267e-06,299.855926513672,0.883906245231628,NA,NA,22
"19820611",12588742,99528.34375,0.00285416841506958,300.811401367188,NA,NA,NA,22
"19820612",13382660,99151.2890625,6.81459932820871e-05,298.251403808594,NA,NA,NA,22
"19820613",7446931.5,99792.8828125,8.15188013802981e-06,296.097930908203,NA,NA,NA,22
"19820614",12146172,99758.8515625,0.0133912535384297,297.570648193359,NA,NA,NA,22
"19820615",11759204,99240.59375,0.00518280267715454,297.062744140625,NA,NA,NA,22
"19820616",10845853,99002.15625,0.00696572056040168,296.446960449219,NA,NA,NA,22
"19820617",10069849,99043.9453125,0.00188001990318298,297.141357421875,NA,NA,NA,22
"19820618",8780646,99259.09375,7.21246033208445e-05,297.011566162109,0.927031278610229,NA,NA,22
"19820619",10417025,99354.4765625,9.54568386077881e-05,299.450927734375,NA,NA,NA,22
"19820620",11881170,99288.375,0.0136518180370331,299.056213378906,NA,NA,NA,22
"19820621",1689492.5,99893.140625,0.0066636293195188,290.101959228516,NA,NA,NA,22
"19820622",15834509,99462.5234375,0.000119060277938843,297.414215087891,NA,NA,NA,22
"19820623",13670246,99432.484375,2.2396445274353e-05,296.478332519531,NA,NA,NA,22
"19820624",14570238,99192.5390625,4.29890434361369e-07,298.840789794922,NA,NA,NA,22
"19820625",14100633,99537.765625,9.42289843806066e-05,300.715637207031,NA,NA,NA,22
"19820626",12873924,99878.6484375,3.101229594904e-05,301.801818847656,1.1365624666214,NA,NA,22
"19820627",10189567,99693.3828125,1.7046927496267e-06,299.998687744141,NA,NA,NA,22
"19820628",14816233,99653.3125,4.30885677360493e-07,300.345977783203,NA,NA,NA,22
"19820629",14621310,99616.4453125,8.58315786445019e-07,301.621002197266,NA,NA,NA,22
"19820630",14353449,99292.109375,6.20148171037727e-07,303.429962158203,NA,NA,NA,22
"19820701",14051322,99042.5703125,1.70171256286267e-06,304.115112304688,NA,NA,NA,22
"19820702",13627249,99035.2109375,4.35113804542198e-07,303.248901367188,NA,NA,NA,22
"19820703",10983339,99245.0078125,0.00989878457039595,299.372772216797,NA,NA,NA,22
"19820704",4719284,99613.1640625,0.0139149576425552,295.093536376953,1.45968747138977,NA,NA,22
"19820705",12373482,99634.625,0.000237412183196284,297.083374023438,NA,NA,NA,22
"19820706",13208386,99583.2421875,2.57491246884456e-05,298.836242675781,NA,NA,NA,22
"19820707",13713637,99441.25,0,300.877899169922,NA,NA,NA,22
"19820708",9210082,99235.46875,0.0435792207717896,299.488891601562,NA,NA,NA,22
"19820709",11502932,99052.21875,0.000239768618484959,297.977142333984,NA,NA,NA,22
"19820710",11980343,99022.4609375,1.71738065546378e-06,298.863342285156,NA,NA,NA,22
"19820711",16062370,99095.0625,3.00477313430747e-06,301.1220703125,NA,NA,NA,22
"19820712",14203891,99022.09375,1.30611920212687e-06,299.692810058594,1.81203126907349,NA,NA,22
"19820713",16147469,99046.1484375,0,299.088165283203,NA,NA,NA,22
"19820714",15400794,98921.390625,0.000143803044920787,301.151214599609,NA,NA,NA,22
"19820715",9950010,99166.1640625,2.75785678240936e-05,298.92041015625,NA,NA,NA,22
"19820716",14537153,99066.3671875,4.35387306652046e-07,301.053100585938,NA,NA,NA,22
"19820717",13728317,98936.46875,8.87930364115164e-05,302.112457275391,NA,NA,NA,22
"19820718",15717926,99208.03125,0.000242853217059746,302.52490234375,NA,NA,NA,22
"19820719",9313521,99500.015625,0.000564935791771859,300.848480224609,NA,NA,NA,22
"19820720",12540022,99396.421875,0.000114770053187385,301.721557617188,2.21562504768372,NA,NA,22
"19820721",9465316,99419.078125,0.00615012040361762,299.511169433594,NA,NA,NA,22
"19820722",10674185,99238.21875,0.00198542466387153,300.061096191406,NA,NA,NA,22
"19820723",10413504,99161.046875,0.0112116364762187,298.288299560547,NA,NA,NA,22
"19820724",4457831.5,98889.953125,0.026637127622962,295.58251953125,NA,NA,NA,22
"19820725",11754326,98771.9921875,0.00137909885961562,295.917877197266,NA,NA,NA,22
"19820726",12122629,99197.4609375,5.95152378082275e-05,297.809509277344,NA,NA,NA,22
"19820727",11633786,99654.515625,0.00981046259403229,297.801239013672,NA,NA,NA,22
"19820728",4510983.5,99903.125,0.00860756635665894,296.753326416016,2.57468748092651,NA,NA,22
"19820729",12650463,99821.421875,0.00201545958407223,298.931671142578,NA,NA,NA,22
"19820730",6030663,99663.265625,0.0249561257660389,297.625427246094,NA,NA,NA,22
"19820731",9301771,99494.25,0.0170690901577473,298.608367919922,NA,NA,NA,22
"19820801",7224449,99437.28125,0.00519734621047974,298.222869873047,NA,NA,NA,22
"19820802",2738806.25,99504.484375,0.0258909463882446,297.5556640625,NA,NA,NA,22
"19820803",4204671.5,99433.921875,0.0330473035573959,297.413818359375,NA,NA,NA,22
"19820804",6365776.5,98985.40625,0.00862128473818302,298.372314453125,NA,NA,NA,22
"19820805",10119348,98771.4140625,0.000225841999053955,299.520690917969,2.83687496185303,NA,NA,22
"19820806",14446595,99058.5,0.000107532883703243,300.782379150391,NA,NA,NA,22
"19820807",13008628,99232.3828125,0.00151309370994568,300.173095703125,NA,NA,NA,22
"19820808",13389922,99408.09375,0.00130085949786007,300.277099609375,NA,NA,NA,22
"19820809",13351948,99549.8125,0.00615346431732178,300.134094238281,NA,NA,NA,22
"19820810",7464671,99701.2890625,0.00307696452364326,298.657531738281,NA,NA,NA,22
"19820811",8738090,99846.1015625,0.00481693726032972,298.437255859375,NA,NA,NA,22
"19820812",2153056.5,100084.09375,0.031211556866765,295.727600097656,NA,NA,NA,22
"19820813",4624488,99962.4453125,0.0049621881917119,297.123931884766,2.93015623092651,NA,NA,22
"19820814",11245125,99794.7421875,0.000217264896491542,299.852996826172,NA,NA,NA,22
"19820815",10117848,99699.59375,0.010315915569663,299.707427978516,NA,NA,NA,22
"19820816",11437139,99380.9453125,0.00152035371866077,299.852722167969,NA,NA,NA,22
"19820817",12132083,99318.140625,1.72257421127142e-06,299.658538818359,NA,NA,NA,22
"19820818",13350037,99651.7109375,5.90085960539e-07,299.451171875,NA,NA,NA,22
"19820819",11041874,100023.1484375,5.3465364544536e-06,298.85595703125,NA,NA,NA,22
"19820820",9941334,100139.15625,0.000210106372833252,296.981048583984,NA,NA,NA,22
"19820821",12611769,99973.640625,0.000267930590780452,297.260223388672,2.83296871185303,NA,NA,22
"19820822",12835124,100021,6.56199845252559e-05,297.669189453125,NA,NA,NA,22
"19820823",11858096,100082.7578125,6.17695332039148e-06,297.723602294922,NA,NA,NA,22
"19820824",10026681,100011.828125,9.86146042123437e-05,296.359130859375,NA,NA,NA,22
"19820825",11044872,99805.8828125,0.000312930351356044,296.002471923828,NA,NA,NA,22
"19820826",13727588,99478.3828125,8.66850086822524e-07,299.232604980469,NA,NA,NA,22
"19820827",11712984,99464.859375,0.00958816427737474,298.488067626953,NA,NA,NA,22
"19820828",7699707.5,99476.9140625,0.00553263211622834,295.315582275391,NA,NA,NA,22
"19820829",11572178,99655.4140625,8.64267235556326e-07,297.872253417969,2.54078125953674,NA,NA,22
"19820830",6315787,99945.96875,0.00163020496256649,297.187530517578,NA,NA,NA,22
"19820831",90060.2265625,100325.6328125,0.00857366900891066,294.114776611328,NA,NA,NA,22
"19820901",758940.625,100446.3984375,0.0406072586774826,292.705169677734,NA,NA,NA,22
"19820902",78484.2421875,100866.6875,0.0141138080507517,291.287719726562,NA,NA,NA,22
"19820903",6333663,100666.4609375,7.80165210017003e-05,293.782073974609,NA,NA,NA,22
"19820904",11565962,100008.6953125,1.9371509552002e-07,294.8037109375,NA,NA,NA,22
"19820905",11131722,100230.3984375,8.58306862028257e-07,294.467651367188,NA,NA,NA,22
"19820906",11571239,100384.203125,0,293.486236572266,2.16750001907349,NA,NA,22
"19820907",10335047,100245.3828125,0.000285777437966317,294.960021972656,NA,NA,NA,22
"19820908",8308908.5,100629.140625,0.00259014661423862,291.214385986328,NA,NA,NA,22
"19820909",10493034,100713.4453125,2.57492069977161e-06,292.964538574219,NA,NA,NA,22
"19820910",9709836,100457.640625,4.26949100074125e-07,293.664276123047,NA,NA,NA,22
"19820911",10993758,100128.96875,2.14976375900733e-06,295.472412109375,NA,NA,NA,22
"19820912",11090265,99942.453125,8.70227722771233e-07,295.906951904297,NA,NA,NA,22
"19820913",8936508,100399.953125,0.00575892347842455,293.08740234375,NA,NA,NA,22
"19820914",9688200,100653.28125,4.23191238496656e-07,293.615692138672,1.76125001907349,NA,NA,22
"19820915",10554600,100872.8359375,1.00135798675183e-06,294.702270507812,NA,NA,NA,22
"19820916",8930658,100902.21875,0.000395128125092015,294.952697753906,NA,NA,NA,22
"19820917",5279354.5,100678.2578125,0.00460782367736101,293.827423095703,NA,NA,NA,22
"19820918",652604.5,100397.921875,0.00203778780996799,291.341644287109,NA,NA,NA,22
"19820919",9711822,100125.4140625,1.91012475170282e-07,294.945037841797,NA,NA,NA,22
"19820920",8804140,100729.2890625,1.29342072341387e-06,290.729919433594,NA,NA,NA,22
"19820921",9434938,100411.40625,8.4609172290584e-07,291.355102539062,NA,NA,NA,22
"19820922",9781207,100431.9765625,1.72257421127142e-06,292.741485595703,1.38984370231628,NA,NA,22
"19820923",8774485,100652.0234375,0,293.526580810547,NA,NA,NA,22
"19820924",9804650,100375.5390625,8.68418908339663e-07,294.479919433594,NA,NA,NA,22
"19820925",630627.4375,100479.59375,0.00365312700159848,291.214111328125,NA,NA,NA,22
"19820926",5747345,101194.859375,4.35113861385616e-07,287.595306396484,NA,NA,NA,22
"19820927",7993851.5,100945.4453125,2.13610110222362e-06,288.804138183594,NA,NA,NA,22
"19820928",5070887,100697.2109375,8.64267292399745e-07,289.156585693359,NA,NA,NA,22
"19820929",8468872,100459.9296875,8.58306805184839e-07,290.473205566406,NA,NA,NA,22
"19820930",7488189,100611.8125,8.64267292399745e-07,291.104309082031,1.07718753814697,NA,NA,22
"19821001",1790299.875,100686.5546875,0,290.662353515625,NA,NA,NA,22
"19821002",7954056,100777.34375,0,293.402526855469,NA,NA,NA,22
"19821003",7993383.5,100923.3671875,8.63724096689111e-07,294.022979736328,NA,NA,NA,22
"19821004",7048922,100731.6875,0.0002139454591088,293.256958007812,NA,NA,NA,22
"19821005",6666690.5,100763.125,0,292.758911132812,NA,NA,NA,22
"19821006",6249164.5,100384.3125,1.72853378899163e-06,293.506225585938,NA,NA,NA,22
"19821007",6782848.5,100296.578125,2.14390274777543e-06,293.184448242188,NA,NA,NA,22
"19821008",6689586,100730.6328125,0,293.091766357422,0.816562473773956,NA,NA,22
"19821009",6164268.5,100972.578125,1.72931413544575e-06,292.725372314453,NA,NA,NA,22
"19821010",6235419,100842.859375,2.14494502870366e-06,292.968048095703,NA,NA,NA,22
"19821011",6499371.5,100743.40625,4.3118870962644e-07,293.310485839844,NA,NA,NA,22
"19821012",6414157.5,100842.640625,3.26931467498071e-06,293.426696777344,NA,NA,NA,22
"19821013",6009812,100828.4921875,0.00162383320275694,293.628662109375,NA,NA,NA,22
"19821014",1798949,101040.1640625,0.000653836119454354,291.279571533203,NA,NA,NA,22
"19821015",2747586.75,101666.7421875,0.000137946015456691,289.0986328125,NA,NA,NA,22
"19821016",3173679.75,101082.90625,0.000918009900487959,287.231323242188,0.615625023841858,NA,NA,22
"19821017",5153746.5,99744.8671875,4.16636476074927e-06,291.829772949219,NA,NA,NA,22
"19821018",4142482.75,100073.078125,0.0011484861606732,289.910614013672,NA,NA,NA,22
"19821019",4067394,100366.4609375,8.73207909535267e-07,286.808563232422,NA,NA,NA,22
"19821020",4263238,100195.4765625,8.52346317969932e-07,288.868713378906,NA,NA,NA,22
"19821021",5214041,100389.3046875,0.000152205466292799,289.126434326172,NA,NA,NA,22
"19821022",635138.5,101561.875,0.000811186910141259,284.478973388672,NA,NA,NA,22
"19821023",-418875.78125,101929.421875,4.3222309614066e-05,280.754669189453,NA,NA,NA,22
"19821024",4128548,101492.6484375,4.35113804542198e-07,283.333892822266,0.487500011920929,NA,NA,22
"19821025",3914603,100912.6484375,0,285.703887939453,NA,NA,NA,22
"19821026",4736011,100873.2890625,3.80277629119519e-06,286.013641357422,NA,NA,NA,22
"19821027",3296541,101032.15625,0.00126104953233153,287.137847900391,NA,NA,NA,22
"19821028",3541291.25,101052.7734375,3.56435771209362e-06,287.581115722656,NA,NA,NA,22
"19821029",2121228,100827.59375,3.2773612474557e-05,286.915679931641,NA,NA,NA,22
"19821030",-1532414.625,100885.59375,0.000118088719318621,286.499298095703,NA,NA,NA,22
"19821031",2123611,101430.9921875,4.35113804542198e-07,284.774505615234,NA,NA,NA,22
"19821101",2366345.75,101959.609375,8.58306805184839e-07,281.167633056641,0.423281252384186,NA,NA,22
"19821102",3820622.5,101542.7265625,1.08936364995316e-06,282.532257080078,NA,NA,NA,22
"19821103",4206759.5,101020.515625,2.1351170289563e-06,284.979400634766,NA,NA,NA,22
"19821104",4559053.5,100925.4375,1.2132524716435e-05,286.816558837891,NA,NA,NA,22
"19821105",1237352.375,101305.0234375,0.000794843828771263,284.965972900391,NA,NA,NA,22
"19821106",1845875.875,101465.625,0.000311705458443612,283.930541992188,NA,NA,NA,22
"19821107",2610283.5,101587.7421875,0.00397327356040478,284.849395751953,NA,NA,NA,22
"19821108",1256738.75,101215.875,0.000486671458929777,284.399322509766,NA,NA,NA,22
"19821109",912366.875,101428.3046875,1.96576111193281e-05,279.384765625,0.397343754768372,NA,NA,22
